Expiry,Texp,Strike,Bid,Ask,Fwd,CallMid
20191223,0.0082135523613963,1900,NA,1.76340449820651,3222.65124925522,NA
20191223,0.0082135523613963,2000,NA,1.60118767337949,3222.65124925522,NA
20191223,0.0082135523613963,2050,NA,1.52290873521743,3222.65124925522,NA
20191223,0.0082135523613963,2100,NA,1.44637920938662,3222.65124925522,NA
20191223,0.0082135523613963,2150,NA,1.37150449068474,3222.65124925522,NA
20191223,0.0082135523613963,2200,NA,1.29819554831163,3222.65124925522,NA
20191223,0.0082135523613963,2250,NA,1.22636825779088,3222.65124925522,NA
20191223,0.0082135523613963,2300,NA,1.15594277087188,3222.65124925522,NA
20191223,0.0082135523613963,2350,NA,1.08684291104328,3222.65124925522,NA
20191223,0.0082135523613963,2400,NA,1.01899557879619,3222.65124925522,NA
20191223,0.0082135523613963,2450,NA,0.952330146555578,3222.65124925522,NA
20191223,0.0082135523613963,2500,NA,0.886777822761543,3222.65124925522,NA
20191223,0.0082135523613963,2525,NA,0.854397911335179,3222.65124925522,NA
20191223,0.0082135523613963,2550,NA,0.822270953959478,3222.65124925522,NA
20191223,0.0082135523613963,2575,NA,0.790388540500554,3222.65124925522,NA
20191223,0.0082135523613963,2600,NA,0.758742223862654,3222.65124925522,NA
20191223,0.0082135523613963,2625,NA,0.727323484918047,3222.65124925522,NA
20191223,0.0082135523613963,2650,NA,0.696123692198214,3222.65124925522,NA
20191223,0.0082135523613963,2670,NA,0.671315600068346,3222.65124925522,NA
20191223,0.0082135523613963,2675,NA,0.665134057219473,3222.65124925522,NA
20191223,0.0082135523613963,2680,NA,0.658960561434202,3222.65124925522,NA
20191223,0.0082135523613963,2690,NA,0.646637418560969,3222.65124925522,NA
20191223,0.0082135523613963,2700,NA,0.634345580058813,3222.65124925522,NA
20191223,0.0082135523613963,2710,NA,0.622084447261942,3222.65124925522,NA
20191223,0.0082135523613963,2720,NA,0.609853412045819,3222.65124925522,NA
20191223,0.0082135523613963,2725,NA,0.603748988526889,3222.65124925522,NA
20191223,0.0082135523613963,2730,NA,0.59765185682716,3222.65124925522,NA
20191223,0.0082135523613963,2740,NA,0.585479153399787,3222.65124925522,NA
20191223,0.0082135523613963,2750,NA,0.573334661770466,3222.65124925522,NA
20191223,0.0082135523613963,2760,NA,0.561217729431319,3222.65124925522,NA
20191223,0.0082135523613963,2770,NA,0.54912768975911,3222.65124925522,NA
20191223,0.0082135523613963,2775,NA,0.543092542233335,3222.65124925522,NA
20191223,0.0082135523613963,2780,NA,0.53706386099661,3222.65124925522,NA
20191223,0.0082135523613963,2790,NA,0.525025544651888,3222.65124925522,NA
20191223,0.0082135523613963,2800,NA,0.513012024188638,3222.65124925522,NA
20191223,0.0082135523613963,2810,NA,0.501022563134431,3222.65124925522,NA
20191223,0.0082135523613963,2820,NA,0.489056403334484,3222.65124925522,NA
20191223,0.0082135523613963,2825,NA,0.483081817969505,3222.65124925522,NA
