Expiry,Texp,Strike,Bid,Ask,Fwd,CallMid,PV
2022-11-08,0.0027378507871321013,1000.0,,7.3796425942467065,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,1200.0,,6.396189333128402,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,1400.0,,5.566921931834257,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,1600.0,,4.849334795596966,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,1800.0,,4.2161553085548995,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,2000.0,,3.6488450329917437,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,2200.0,,3.1341752312361297,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,2400.0,,2.662329681752205,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,2600.0,,2.2257622953182183,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,2800.0,,1.818269293116341,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,2900.0,,1.6239562000095122,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,2950.0,,1.5288826293592916,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3000.0,,1.4351042401483642,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3050.0,,1.342551610530987,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3100.0,,1.2511550740471955,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3150.0,,1.1608439114141635,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3200.0,,1.071545345176361,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3250.0,,0.9831832453917476,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3300.0,,0.8956879922188101,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3325.0,,0.8522280224823703,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3350.0,,0.8089361209940454,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3375.0,,0.765834708026297,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3400.0,,0.7228747409216609,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3425.0,,0.680052954545461,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3450.0,,0.6373528509841182,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3460.0,,0.6203028432082713,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3470.0,,0.643472182758651,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3475.0,0.5933748900741204,0.6344853061059994,3809.872966039455,334.948143197302,1.0008571351201319
2022-11-08,0.0027378507871321013,3480.0,,0.625501125742479,3809.872966039455,,1.0008571351201319
2022-11-08,0.0027378507871321013,3490.0,0.5678544820809291,0.6075400354110743,3809.872966039455,319.94816130046297,1.0008571351201319
2022-11-08,0.0027378507871321013,3500.0,0.5508549006080442,0.5895872176226936,3809.872966039455,309.94817445222793,1.0008571351201319
2022-11-08,0.0027378507871321013,3510.0,0.5338647055230046,0.5716408754610841,3809.872966039455,299.94818857831683,1.0008571351201319
2022-11-08,0.0027378507871321013,3520.0,0.5168822162059717,0.5536990987901479,3809.872966039455,289.94820378637064,1.0008571351201319
2022-11-08,0.0027378507871321013,3525.0,0.5083933065673528,0.5447292912943491,3809.872966039455,284.94821183413137,1.0008571351201319
2022-11-08,0.0027378507871321013,3530.0,0.49990564279332655,0.5357598506493074,3809.872966039455,279.94822020017614,1.0008571351201319
2022-11-08,0.0027378507871321013,3535.0,0.4914189819915142,0.5267905001193876,3809.872966039455,274.94822890318983,1.0008571351201319
2022-11-08,0.0027378507871321013,3540.0,0.4829330724371683,0.5178209528659834,3809.872966039455,269.9482379629851,1.0008571351201319
2022-11-08,0.0027378507871321013,3545.0,0.47444765356676,0.508850911677813,3809.872966039455,264.94824740124795,1.0008571351201319
2022-11-08,0.0027378507871321013,3550.0,0.46596245482788096,0.49990283080834524,3809.872966039455,259.9482800022379,1.0008571351201319
2022-11-08,0.0027378507871321013,3555.0,0.4574771953860641,0.4909309745138991,3809.872966039455,254.9482907328811,1.0008571351201319
2022-11-08,0.0027378507871321013,3560.0,0.44899158383047855,0.4819576667709112,3809.872966039455,249.94830193765165,1.0008571351201319
2022-11-08,0.0027378507871321013,3565.0,0.44050531645148916,0.49391148175939587,3809.872966039455,244.97396333881625,1.0008571351201319
2022-11-08,0.0027378507871321013,3570.0,0.43201807765871475,0.4846112056611908,3809.872966039455,239.97398956895972,1.0008571351201319
2022-11-08,0.0027378507871321013,3575.0,0.4235295381145836,0.4753074777663932,3809.872966039455,234.9740169421582,1.0008571351201319
2022-11-08,0.0027378507871321013,3580.0,0.41503935443675666,0.4659998693703473,3809.872966039455,229.9740455345477,1.0008571351201319
2022-11-08,0.0027378507871321013,3585.0,0.4065471679007296,0.45668793263848567,3809.872966039455,224.9740754294521,1.0008571351201319
2022-11-08,0.0027378507871321013,3590.0,0.39805260314169466,0.44737119863056096,3809.872966039455,219.9741067172099,1.0008571351201319
2022-11-08,0.0027378507871321013,3595.0,0.4165405314919801,0.43804917621854916,3809.872966039455,214.99787638624616,1.0008571351201319
2022-11-08,0.0027378507871321013,3600.0,0.40753908733360567,0.4287213504278927,3809.872966039455,209.99789113697693,1.0008571351201319
2022-11-08,0.0027378507871321013,3605.0,0.3985323653270441,0.4193871803475561,3809.872966039455,204.9979068795667,1.0008571351201319
2022-11-08,0.0027378507871321013,3610.0,0.38951983906323145,0.41004609691586436,3809.872966039455,199.9979237007144,1.0008571351201319
2022-11-08,0.0027378507871321013,3615.0,0.3805009539201131,0.41450916596794246,3809.872966039455,195.02380639196554,1.0008571351201319
2022-11-08,0.0027378507871321013,3620.0,0.37147512518509973,0.40489596684775847,3809.872966039455,190.02384814287234,1.0008571351201319
2022-11-08,0.0027378507871321013,3625.0,0.3624417346292049,0.3819752114032177,3809.872966039455,184.99798166358164,1.0008571351201319
2022-11-08,0.0027378507871321013,3630.0,0.3534001286173186,0.3856390374824753,3809.872966039455,180.0239395117435,1.0008571351201319
2022-11-08,0.0027378507871321013,3635.0,0.34434961382874346,0.3759937503258999,3809.872966039455,175.02398961213726,1.0008571351201319
2022-11-08,0.0027378507871321013,3640.0,0.3352894543704401,0.3663361306381422,3809.872966039455,170.02404302793093,1.0008571351201319
2022-11-08,0.0027378507871321013,3645.0,0.3408623761710656,0.35666527392427627,3809.872966039455,165.04706082094435,1.0008571351201319
2022-11-08,0.0027378507871321013,3650.0,0.3314371043169736,0.357077561253616,3809.872966039455,160.07328989079224,1.0008571351201319
2022-11-08,0.0027378507871321013,3655.0,0.32199784387729596,0.33732444896925984,3809.872966039455,155.0472182730541,1.0008571351201319
2022-11-08,0.0027378507871321013,3660.0,0.31254354550372804,0.33722243352979725,3809.872966039455,150.07342060424662,1.0008571351201319
2022-11-08,0.0027378507871321013,3665.0,0.3133626597703591,0.3272671817339214,3809.872966039455,145.09583089696548,1.0008571351201319
2022-11-08,0.0027378507871321013,3670.0,0.30360503727111293,0.32527886160149566,3809.872966039455,140.12209214388076,1.0008571351201319
2022-11-08,0.0027378507871321013,3675.0,0.3019250011174472,0.3150886283480598,3809.872966039455,135.14399317959078,1.0008571351201319
2022-11-08,0.0027378507871321013,3680.0,0.2918996594423591,0.3117309152848617,3809.872966039455,130.17058094973618,1.0008571351201319
2022-11-08,0.0027378507871321013,3685.0,0.28845694156428814,0.3011002206412107,3809.872966039455,125.19109100824335,1.0008571351201319
2022-11-08,0.0027378507871321013,3690.0,0.27818282817305223,0.2965738882538049,3809.872966039455,120.21765044435529,1.0008571351201319
2022-11-08,0.0027378507871321013,3695.0,0.27338950412032387,0.2911730504239162,3809.872966039455,115.2647900001632,1.0008571351201319
2022-11-08,0.0027378507871321013,3700.0,0.267695239106305,0.2843513715917549,3809.872966039455,110.30730002601535,1.0008571351201319
2022-11-08,0.0027378507871321013,3705.0,0.2652001608505401,0.28174339105934765,3809.872966039455,105.3989802361425,1.0008571351201319
2022-11-08,0.0027378507871321013,3710.0,0.26106608388659114,0.2744057303716372,3809.872966039455,100.46484697561027,1.0008571351201319
2022-11-08,0.0027378507871321013,3715.0,0.25278421392339684,0.2697786365334324,3809.872966039455,95.53558034863386,1.0008571351201319
2022-11-08,0.0027378507871321013,3720.0,0.2492681268129017,0.2668285323522647,3809.872966039455,90.66679279708842,1.0008571351201319
2022-11-08,0.0027378507871321013,3725.0,0.2529623682503327,0.26123211530904317,3809.872966039455,85.8602091154055,1.0008571351201319
2022-11-08,0.0027378507871321013,3730.0,0.2396915880929748,0.2596389659403051,3809.872966039455,80.97083137770119,1.0008571351201319
2022-11-08,0.0027378507871321013,3735.0,0.24556926283527733,0.2569476893033692,3809.872966039455,76.29822298559998,1.0008571351201319
2022-11-08,0.0027378507871321013,3740.0,0.2444408897750563,0.25446716940750763,3809.872966039455,71.61157387890785,1.0008571351201319
2022-11-08,0.0027378507871321013,3745.0,0.243668451214656,0.25335055189516636,3809.872966039455,67.01484572323898,1.0008571351201319
2022-11-08,0.0027378507871321013,3750.0,0.24184035110169527,0.2516897755218225,3809.872966039455,62.466694601710515,1.0008571351201319
2022-11-08,0.0027378507871321013,3755.0,0.24073046658472663,0.25024765807118343,3809.872966039455,58.01980400296611,1.0008571351201319
2022-11-08,0.0027378507871321013,3760.0,0.24039311617521816,0.24824416088136358,3809.872966039455,53.67514963048143,1.0008571351201319
2022-11-08,0.0027378507871321013,3765.0,0.2382440602095579,0.24962829997767672,3809.872966039455,49.48458361344069,1.0008571351201319
2022-11-08,0.0027378507871321013,3770.0,0.23899469283431815,0.24579315052856057,3809.872966039455,45.35735375579202,1.0008571351201319
2022-11-08,0.0027378507871321013,3775.0,0.23770908348588407,0.24442647295262457,3809.872966039455,41.379005584726656,1.0008571351201319
2022-11-08,0.0027378507871321013,3780.0,0.23484558175543346,0.24600553218212814,3809.872966039455,37.595340532202044,1.0008571351201319
2022-11-08,0.0027378507871321013,3785.0,0.23674749129651226,0.240504964213168,3809.872966039455,33.896813888568886,1.0008571351201319
2022-11-08,0.0027378507871321013,3790.0,0.23678425045844878,0.23999754396335635,3809.872966039455,30.48402854216056,1.0008571351201319
2022-11-08,0.0027378507871321013,3795.0,0.23507367430405687,0.2382138968890656,3809.872966039455,27.149134085075275,1.0008571351201319
2022-11-08,0.0027378507871321013,3800.0,0.2338635579963003,0.23696828053549843,3809.872966039455,24.047824600862214,1.0008571351201319
2022-11-08,0.0027378507871321013,3805.0,0.23316175113339482,0.23626667384790406,3809.872966039455,21.192217990547988,1.0008571351201319
2022-11-08,0.0027378507871321013,3810.0,0.2317884373299936,0.23555741854499954,3809.872966039455,18.52051732564928,1.0008571351201319
2022-11-08,0.0027378507871321013,3815.0,0.23148441991185864,0.23527354973348563,3809.872966039455,16.121769116623454,1.0008571351201319
2022-11-08,0.0027378507871321013,3820.0,0.23227856801468263,0.23463361950676012,3809.872966039455,13.964835826203057,1.0008571351201319
